time,altitude,velocity,engine_temp,fuel_pressure,vibration
0.0,0.0,-0.11137906558217286,302.14229918293836,4997.469645073854,0.48717092042306476
0.10001666944490749,0.0025008335417129727,1.3052213303046387,293.5821828273003,4981.283049257154,-0.48707785138830656
0.20003333888981498,0.01000333416685189,0.4345994743372838,303.41144552866217,4962.987504580507,-0.219325149177636
0.30005000833472245,0.022507501875416752,0.5470254211786006,301.4326561633561,4979.130808477421,0.10721371892336785
0.40006667777962995,0.04001333666740756,1.5309841164137088,302.2453509201743,5033.094560547879,-0.8107838906785113
0.5000833472245374,0.06252083854282431,0.6589059851367951,305.1252438136105,5028.004818161414,0.5273812840307854
0.6001000166694449,0.09003000750166701,-1.1903230294555647,303.05490987808,4996.148540156259,0.6849050652311964
0.7001166861143524,0.12254084354393566,1.0879112284389234,296.5632895505061,4952.422644439961,-1.3232794644287968
0.8001333555592599,0.16005334666963025,0.4275221121812589,295.6183545893944,4955.30128346178,0.6195661766384373
0.9001500250041674,0.2025675168787508,0.10233423747698112,303.7469770272021,4847.705934536073,0.1787969842598555
1.0001666944490748,0.25008335417129723,0.8467458558988338,290.8164892148757,5010.4360266838785,0.24404164469563622
1.1001833638939824,0.30260085854726976,-0.05532693846442627,306.71667890856975,4935.486552979801,0.10587646008814208
1.2002000333388898,0.36012003000666803,0.7192482790020743,306.66175496426695,4981.328130336526,0.0003474391273939579
1.3002167027837974,0.42264086854949245,1.4777553471638964,296.7256192330339,4992.230996817772,-0.7416094810988876
1.4002333722287048,0.4901633741757426,0.6056846639213498,303.7772700030268,4959.194510297407,-0.06543267702725127
1.5002500416736124,0.562687546885419,1.833801914144731,292.90146130931265,4974.878694235131,-0.3153606538923651
1.6002667111185198,0.640213386678521,0.4165838023299148,298.2235246899717,4875.27158481783,0.557247879028672
1.7002833805634272,0.722740893555049,1.6943496776262814,291.6149756812324,4900.295671798336,-0.16568652722786936
1.8003000500083348,0.8102700675150032,1.9831661489606642,309.8571067262923,4944.196188686252,0.26238692701583305
1.9003167194532422,0.9028009085583831,-0.1232997959348695,294.35484131427194,4914.339302963006,-0.47594241452024877
2.0003333888981496,1.000333416685189,0.7864612904101191,303.6736670064899,4962.037158440266,-0.41864978152253585
2.100350058343057,1.102867591895421,1.6033830916803353,301.18709011347,4892.75657172436,-0.3219022579747233
2.200366727787965,1.210403434189079,1.5326364939350428,305.9830721820271,4849.700867494406,-0.21201521685155647
2.3003833972328724,1.3229409435661628,2.525196222223453,296.2832510799215,4891.029335522078,0.15000058740277747
2.4004000666777796,1.4404801200266721,-0.34338171407375606,295.38775931818793,4808.582460144213,-0.20805557639601607
2.5004167361226872,1.563020963570608,2.0556817267526015,306.52091631210214,4841.070293050823,-0.9219713660237885
2.600433405567595,1.6905634741979698,-1.0459803353953834,300.7228979609088,4873.01010569346,0.746441755045403
