time,altitude,velocity,engine_temp,fuel_pressure,vibration,is_anomaly,iso_prediction,iso_raw_score
0.0,0.0,0.4967141530112327,294.42959320883455,4769.530640614135,0.1609325730766268,1,1,-1
0.1000166694449074,0.0025008335417129,-0.0882559664487309,296.8553474982555,4902.051886091184,-0.3906814371706778,0,1,-1
0.2000333388898149,0.0100033341668518,0.7477052075456,295.3097024160178,4975.615312370725,0.3457010033382759,0,1,-1
0.3000500083347224,0.0225075018754167,1.6730548605753863,297.29002590712776,4985.929391779896,-0.2951275467648256,0,1,-1
0.4000666777796299,0.0400133366674075,-0.0341200358335209,298.969255114222,4984.818347045785,0.3747765151228983,0,1,-1
0.5000833472245374,0.0625208385428243,0.0159047166630881,304.2357807663794,4989.061428944908,-0.1370552687740076,0,1,-1
0.6001000166694449,0.090030007501667,1.8792628238421136,298.45421480813843,5006.575517432962,-0.8604631163981662,0,1,-1
0.7001166861143524,0.1225408435439356,1.117493072210085,292.1418831347635,4970.303240527955,-0.4911734307785262,0,1,-1
0.8001333555592599,0.1600533466696302,-0.0694077081553221,305.78035256803173,4949.693967599029,-0.2152093925128637,0,1,-1
0.9001500250041674,0.2025675168787508,0.9926350560880484,295.90456433442523,4943.743864341518,0.6841251462806159,0,1,-1
1.0001666944490748,0.2500833541712972,0.0366656544120751,299.8064145339218,4929.577169439255,0.4505728973249726,0,1,-1
1.1001833638939824,0.3026008585472697,0.0843619283767343,302.3427008710929,4995.562929280681,0.8119332013838638,0,1,-1
1.2002000333388898,0.360120030006668,0.842062288235479,301.11807209534777,4919.895315630318,0.8268434132700775,0,1,-1
1.3002167027837974,0.4226408685494924,-1.2631718932658993,305.6009194078858,4990.599442073181,-0.2674104725481882,0,1,-1
1.4002333722287048,0.4901633741757426,-1.0248011463986804,302.53503905418665,4945.253155697419,-0.0942722030151422,0,1,-1
1.5002500416736124,0.562687546885419,0.1878374915958335,295.84347710568187,4914.285941612541,-0.2056343793833394,0,1,-1
1.6002667111185198,0.640213386678521,-0.2126977647751639,311.0528375410701,4967.317685991006,-0.3357615067257511,0,1,-1
1.7002833805634272,0.722740893555049,1.1643890228769875,301.1416956547475,4896.076432563913,-0.9207111302113432,0,1,-1
1.8003000500083348,0.8102700675150032,-0.0078740505170434,299.4433288718933,4960.41329225288,-0.0073740908992472,0,1,-1
1.9003167194532424,0.9028009085583832,-0.4621453416086704,305.0096587872232,4935.198512986922,-0.6427961200649609,0,1,-1
2.0003333888981496,1.000333416685189,2.465815463370629,301.44728806854016,4890.807241954416,-0.0170044332031025,0,1,-1
2.100350058343057,1.102867591895421,0.824398728684993,302.2061759705309,4943.119636906608,1.0579106478801603,0,1,-1
2.200366727787965,1.210403434189079,1.1677115685819062,312.6809566657822,4940.084949884758,-0.2546362147068759,0,1,-1
2.3003833972328724,1.3229409435661628,-0.2745564875970205,298.8544311984481,4966.702156563249,0.0973790176190813,0,1,-1
2.40040006667778,1.440480120026672,0.6558173088137071,298.6512355365808,4953.207382262041,0.4533441163657978,0,1,-1
2.5004167361226872,1.563020963570608,1.3611309577712096,300.83293423367456,4925.540728229545,0.1401883818006386,0,1,-1
2.600433405567595,1.6905634741979698,0.1492231253614946,305.6176230184619,4840.677612855713,0.146246521066371,0,1,-1
2.700450075012502,1.823107651908757,1.725923055851923,292.73737485654925,5015.569778209492,-0.1811460978094316,0,1,-1
2.8004667444574096,1.9606534967029705,0.7995946823098998,290.4522672170632,4819.046019286009,-0.115914532305461,0,1,-1
2.900483413902317,2.1032010085806103,1.1585479571578818,297.3544719882895,4932.77951974116,-0.4799692281831133,0,1,-1
3.000500083347225,2.250750187541676,0.8985434294442155,292.1304352130383,4902.973210703903,0.4230501133695526,0,1,-1
3.100516752792132,2.403301033586166,3.402536560905004,298.185894937651,4818.797685211643,-0.8706283593850064,0,1,-1
3.20053342223704,2.560853546714084,1.586769486380586,302.8325518228702,4867.38866351192,0.4855945165654463,0,1,-1
3.3005500916819472,2.723407726925428,0.5925641168850733,295.87631069140684,4865.768092910263,-0.7018312437031252,0,1,-1
3.4005667611268544,2.890963574220196,2.5228282926666163,293.205923792206,4931.090017430639,0.4813872504658734,0,1,-1
3.500583430571762,3.0635210885983915,0.5294480653148588,300.69674415163394,4826.25359620115,-0.1768927734990138,0,1,-1
3.6006001000166696,3.2410802700600128,2.00916364501309,304.6727774330776,4844.933263134876,-0.6158693272540313,0,1,-1
3.700616769461577,3.42364111860506,-0.1093617391489869,291.89519448436306,4737.341515622297,0.2896461171243069,0,1,-1
3.800633438906485,3.611203634233533,0.5721306705548117,304.48122533542056,4937.000725635578,0.4644010807230594,0,1,-1
3.900650108351392,3.803767816945432,2.14718629004482,304.4765960295268,4792.859869137637,-0.2189693929408189,0,1,-1
4.000666777796299,4.001333666740756,2.7387999688935603,305.1704921885628,4811.551609937954,0.3603969611250631,1,1,-1
4.100683447241207,4.203901183619507,2.221710004810574,306.5024694190825,4833.563586098293,-1.1424696377175785,0,1,-1
4.200700116686114,4.411470367581684,1.984701775954817,311.4301396349667,4829.863925270513,-0.6602339927622534,0,1,-1
4.300716786131022,4.624041218627287,1.8492546974762225,298.64961143551784,4871.390164159301,0.6462638633507104,0,1,-1
4.40073345557593,4.841613736756316,0.7218447374205375,300.9879312459469,4910.596372042152,-0.1118126399306406,0,1,-1
4.500750125020837,5.06418792196877,1.53053085411571,298.367882846262,4835.747206966751,-0.931058227461752,0,1,-1
