time,altitude,velocity,engine_temp
0.0,0.0,0.06999779467610144,303.77604648913336
0.10001666944490749,0.0025008335417129727,1.5629159389515088,295.6359842966416
0.20003333888981498,0.01000333416685189,-0.5035520805540834,301.40736553884113
0.30005000833472245,0.022507501875416752,0.23214597535495146,304.1202397705186
0.40006667777962995,0.04001333666740756,-0.8706515051727715,299.72332065612994
0.5000833472245374,0.06252083854282431,0.7001582831174713,292.82698382469727
0.6001000166694449,0.09003000750166701,-1.3434918399832998,302.1894706839846
0.7001166861143524,0.12254084354393566,0.9194777762999365,302.83093197443276
0.8001333555592599,0.16005334666963025,1.3920840548748115,297.647017688858
0.9001500250041674,0.2025675168787508,0.9123611293733718,299.40349819487244
1.0001666944490748,0.25008335417129723,0.8368893417364045,305.1448811951467
1.1001833638939824,0.30260085854726976,-0.7674345744459592,302.35388498889046
1.2002000333388898,0.36012003000666803,2.0476480060921607,298.9533701632505
1.3002167027837974,0.42264086854949245,1.1664897631237436,298.77818932532597
1.4002333722287048,0.4901633741757426,0.5768365782006462,295.8385812735412
1.5002500416736124,0.562687546885419,-0.4132898567887029,306.1494762110262
1.6002667111185198,0.640213386678521,-0.7295631541770887,293.70222962317007
1.7002833805634272,0.722740893555049,-0.4255458193124655,303.29345119082626
1.8003000500083348,0.8102700675150032,1.1667301624639248,302.4110189433839
1.9003167194532422,0.9028009085583831,0.5668059075016912,295.62520613201053
2.0003333888981496,1.000333416685189,1.1212835399502215,303.48126095516596
2.100350058343057,1.102867591895421,-1.3032874104985215,291.3718398500245
2.200366727787965,1.210403434189079,2.196898836224781,301.0139050297079
2.3003833972328724,1.3229409435661628,-0.22775930992394033,298.06737242153724
2.4004000666777796,1.4404801200266721,2.7232490109794303,295.77141144469346
2.5004167361226872,1.563020963570608,0.7200101089009564,306.1280815630636
2.600433405567595,1.6905634741979698,0.9491989854858158,302.9888520518992
2.700450075012502,1.823107651908757,0.20490607925787163,306.9281632957207
2.8004667444574096,1.9606534967029705,1.3791485771586807,300.7124357379923
2.9004834139023172,2.1032010085806103,3.59869240478239,298.1318486925094
3.000500083347225,2.250750187541676,1.955621920153648,303.0300129395204
